id,product,product_specs,brand,categories,reviews.date,reviews.doRecommend,rating,reviews.text,reviews.title,reviews.username,price,review_sentiment
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",4/15/2016,TRUE,4,"My son enjoys this tablet, it works well but for his next one we will get a larger screen size. Overall great value and well worth the price.",Nice starter tablet,Sandy,412,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/31/2016,TRUE,4,Amazon always make a great product. Long lasting device that never over heats or cuts off while in use.,Great purchase,Canapelingo,469,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",10/6/2016,TRUE,5,"I got this as a second Kindle e-reader as well as an educational and leisure tablet. I also have a Kindle Keyboard; I thought that I wasn't going to enjoy reading on the Fire because of the back-light, but it is very adjustable and has a setting to turn the blue-light off for reading at night. I also wanted my kindergarten students to be able to use it educationally; it has a kid mode with great parental settings and an option to pay $2.99 a month for tons of awesome content!","Kindergartners love it, and so do I!",Drew,365,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",7/29/2016,TRUE,4,"It's a nice fast table with upgradable memory. App store provided by amazon is ok limited good apps. It's not google or IOS store but still ok. Screen resolution is great in HD streaming work really well. I recommend this tablet because it is also easy to hold, very thin and light.",Nice tablet for a beginner !!,njsurfer1970,419,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/28/2015,TRUE,5,"We bought this for our son for Christmas, he's 9. It is exactly what he needed, plenty of games, he can watch videos, etc but I can feel safe with him using it thanks to the easily set parental controls.",Great product,lmwilliams0612,132,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/29/2017,TRUE,4,"great product for the price, I'm pleased with the Kindle Fire and would recommend this product to all age groups.",great product,anned51,249,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",6/17/2016,TRUE,5,This tablet fulfills my needs at a great price! Love it!,Nice little tablet,RCF7,399,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",3/10/2017,TRUE,4,"I bought this mostly to read the Walking Dead comics on and a book here and there. It works great for that. A slightly bigger screen would be better for the comics, but bigger screens don't come for under $50. I can't speak to quality of video streaming or anything, but it performs well for reading.",Great value for the price,JasonMack86,419,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",2/20/2016,TRUE,4,I like the size it fits right in my pocket and its not bulky,small and convenient,Wolfmanphil,304,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",7/29/2016,TRUE,3,"Love this tablet, everything is excellent for the price except no google play store. I am not a fan of subpar apps, takes Amazon's outdated Facebook app. Accept Google Play and I will rate 5 stars.",Great tablet poor apps,Jollyupgrade,389,Negative
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/28/2015,TRUE,5,Great tablet for beginners or anyone and a great value,Great tablet for beginners,chris30633,394,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",2/1/2016,TRUE,3,I got these for my 4 and 8 year old. They love them,Good for kids,Holly,399,Negative
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",3/17/2017,TRUE,5,It's a great product. I recommended to everyone. :-),Great,Carlito,438,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/9/2016,TRUE,4,Isn't a cheat and easy to break tablet and has just enough of all the apps for me,Best tab ever for kids,yungAl,499,Neutral
AVqVGZNvQMlgsOJE6eUY,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,E-Readers & Accessories,E-Readers,Used:Computers Accessories,Used:Tablets,Computers,iPads Tablets,Kindle E-readers,Electronics Features",12/2/2016,TRUE,5,"Used it and looks very paper like. They integrated the simplest form of an e reader, which makes it stand out for its use.",Great e reader,Amazon,489,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",4/9/2016,TRUE,5,"I am just learning all the possible functions of my Kindle Fire, but it already does what I bought it for. I hope that I will get more enjoyment as I explore it more fully.",Better than I expected,ARtraveler,449,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",6/22/2016,TRUE,5,This was a super deal! I love my Kindle and can't believe I got a tablet so inexpensive.,Love it!,Squeaky,498,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/28/2015,TRUE,5,This is fast and good size for the kids no fit the big ones but still a good option,Good and fast,Sound20,416,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",10/21/2016,TRUE,5,great starter tablet for any 2nd grader on up great price,great tablet for young kid,taz172,395,Positive
AVqVGZNvQMlgsOJE6eUY,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,E-Readers & Accessories,E-Readers,Used:Computers Accessories,Used:Tablets,Computers,iPads Tablets,Kindle E-readers,Electronics Features",4/28/2017,TRUE,5,easy to use and has enough space. I highly recommend this product. Also a great gift,Great kindle,Abie,479,Positive
AVqVGZNvQMlgsOJE6eUY,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,E-Readers & Accessories,E-Readers,Used:Computers Accessories,Used:Tablets,Computers,iPads Tablets,Kindle E-readers,Electronics Features",9/1/2017,TRUE,5,I purchased this product because I love to read and buying books got costly. With this product I can read all I want for 10.00 a month,Love to read,Bubba,499,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/24/2017,TRUE,4,Great for web browsing..shopping online..reading books and magazines or watching movies and you can't beat the price!!,Great first tablet,tat2u13,439,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/11/2015,TRUE,5,I love this item...I got it for my grand daughter for Christmas and I am sure she will love it also...this is her first tablet and it has all the features she'll love!!,Great for my grand daughter,Bpierce69,360,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/7/2016,TRUE,4,This is a very affordable tablet for a kid just bought a case online. And it's perfect for taking it around.,Awesome for my 4 yr old,Gabby,450,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",4/8/2016,TRUE,5,I bought a bunch of these for Black Friday. Well worth the money. Each person I gave them to for Christmas was so happy.,Excellent price,Phoenix,349,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/15/2016,TRUE,5,I bought this for my son. He likes that he can take it with him where ever he goes. Great quality for the money. I paid 3x this for my kindle and this one does everything mine does. I'll be purchasing more as Christmas gifts.,Great buy!,Luv2read,374.99,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/30/2015,TRUE,4,So far I have bought three of these of tablets and they love it,Great for xmas,Appman2015,174,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",3/18/2016,TRUE,5,"It was a gift. I was told that it is very fast. Easy to use, and a lot of available apps.",It was a gift.,kickmoney,479,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/1/2016,TRUE,4,"Got this for my son, great inexpensive tablet for a beginner.",Great tablet for the $,Holz,390,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",6/18/2016,TRUE,5,"Very Nice tablet. Works very well. No issues. Nice video, and excellentwireless wifi, just a very smooth unit.",Grandson loves it!,ACdriver,253,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/11/2017,TRUE,4,this was a great gift for the kids. We are going on a vacation and The amazon fires are a great tool for them to download games and search the web while we are traveling..thanks,Great price,sturmrl,155,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",10/19/2016,TRUE,5,This tablet was and still is I would recommend it to anyone who is looking for a tablet.,Very good,Niceguy1,224,Positive
AVqVGZNvQMlgsOJE6eUY,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,E-Readers & Accessories,E-Readers,Used:Computers Accessories,Used:Tablets,Computers,iPads Tablets,Kindle E-readers,Electronics Features",9/24/2017,TRUE,5,This kindle is a basic and easy to use eReader. Exactly what I wanted. The charge lasts for a long time so you don't have to worry about charging it daily.,Exactly what I wanted,Shanner732,499,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",11/27/2015,TRUE,4,Love that it is so small .it fits in my purse. I wish I could have gotten a different color,Great,Jazz,499,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/7/2016,TRUE,5,I got this for my sister and she loves it. She plays a lot of games on it.,Great for games,tiffs,329,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/1/2017,TRUE,5,The tablet works great! No problems or concerns! Great for kids also.,Works Great,SassyBre,408,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/6/2017,TRUE,4,I think this product works good. I would recommend it.,Good product,Mattsage17,416,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",5/2/2016,TRUE,4,Still exploring the possibilities. I bought it as a "sort of" addition to my Kindle e-reader. Since I am not a total subscriber to the "connected lifestyle" I will be exploring capabilities slowly. My only complaint is the battery life is not (by a factor of (at least) 50) as good as on my KIndle e-reader.,It's a DEAL for the price,SalmsGrilnek,298,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",3/18/2017,TRUE,5,"Purchased this for my niece for Christmas. She loves it. Great for the kids, or if you're not looking for anything specific. Lightweight, easy on the eyes. You don't mind spending that money especially for a kid that may break it...because they're kids.",Can't beat this for the price,Anonymous,449,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",11/18/2016,TRUE,5,It's a awesome price for first time tablets for kids,Excellent for kids,Mexico,129,Positive
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/23/2016,TRUE,4,"Looks decent for $40, it would be better add YouTube app.",Low budget tab,Venky,399,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/8/2016,TRUE,4,The Fire tablet is great for the kids and runs smoothly most of the time. It sometimes freezes when in the kids profile such as when the apps have an "x" on them and won't open for an extended amount of time.,Great Tablet for kids,Rwat50,298,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",3/31/2017,FALSE,3,Should of did a little more research. Do not like the ads on the start screen.,Ads,football5403,297,Negative
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",12/28/2015,TRUE,4,"Easy to use, easy to handle, and good for her to learn responsibility for her own device!",Great easy tablet for my daughters 1st electronic!,stickyvicky,399,Neutral
AVphgVaX1cnluZ0-DR74,Fire Tablet,"Fire Tablet, 7 Display, Wi-Fi, 8 GB/ Special Offers, Magenta",Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys",1/1/2017,TRUE,5,Amazon makes a good inexpensive talent for basic functions,Good inexpensive tablet,ucantcme69,319,Positive
